date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:17:50	13408/-1	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Apr%202017%2014:18:27%20GMT	http://www.montere.it/?page_id=4833&lang=en	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/index93d6.html	(from http://www.montere.it/?lang=en)
09:17:51	14135/-1	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Apr%202017%2014:18:29%20GMT	http://www.montere.it/?page_id=4838&lang=en	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/index5c87.html	(from http://www.montere.it/?lang=en)
09:17:53	334507/334507	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Feb%202014%2013:02:13%20GMT	http://www.montere.it/assets/img/image_share.png	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/img/image_share.png	(from http://www.montere.it/?lang=en)
09:17:54	12733/-1	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Apr%202017%2014:18:33%20GMT	http://www.montere.it/?page_id=4108&lang=en	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/indexd977.html	(from http://www.montere.it/?lang=en)
09:17:58	184307/184307	---M--	200	added ('OK')	application/x-javascript	etag:%22pub1444352088%22	http://www.montere.it/min/?g=js	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/min/indexad85.html	(from http://www.montere.it/?lang=en)
09:17:59	15039/-1	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Apr%202017%2014:18:31%20GMT	http://www.montere.it/?cat=37&lang=en	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/indexc127.html	(from http://www.montere.it/?lang=en)
09:18:00	12904/-1	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Apr%202017%2014:18:34%20GMT	http://www.montere.it/?lang=it	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/indexcf53.html	(from http://www.montere.it/?lang=en)
09:18:02	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2011:48:46%20GMT	http://www.montere.it/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/glyphicons-halflings-regular.eot	(from http://www.montere.it/assets/css/style.css)
09:18:03	43263/-1	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Apr%202017%2014:18:31%20GMT	http://www.montere.it/?cat=18&lang=en	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/indexb799.html	(from http://www.montere.it/?lang=en)
09:18:03	23292/23292	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2011:48:46%20GMT	http://www.montere.it/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/glyphicons-halflings-regular.woff	(from http://www.montere.it/assets/css/style.css)
09:18:04	62850/62850	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2011:48:46%20GMT	http://www.montere.it/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/glyphicons-halflings-regular.svg	(from http://www.montere.it/assets/css/style.css)
09:18:05	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2011:48:46%20GMT	http://www.montere.it/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.montere.it/assets/css/style.css)
09:18:10	41236/41236	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2011:48:46%20GMT	http://www.montere.it/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/glyphicons-halflings-regular.ttf	(from http://www.montere.it/assets/css/style.css)
09:18:15	253445/253445	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:18:15	42314/42314	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:18:16	42728/42728	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:18:22	42314/42314	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:18:22	42136/42136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:18:23	42188/42188	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:18:28	275721/275721	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:18:29	110116/110116	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld_it-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:18:32	42136/42136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:18:35	40523/40523	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:18:36	41216/41216	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:18:41	255315/255315	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:18:46	40523/40523	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:18:46	108744/108744	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_bld-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:18:48	42261/42261	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:18:53	41976/41976	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:18:53	107732/107732	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk_it-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:18:53	42261/42261	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:18:58	280657/280657	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:19:04	42032/42032	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:19:05	42032/42032	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:19:09	246731/246731	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:19:09	42772/42772	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:19:12	111972/111972	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_blk-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:19:17	41809/41809	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:19:17	41648/41648	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:19:22	267092/267092	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:19:28	108448/108448	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light_it-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:19:28	41809/41809	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:19:30	42305/42305	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:19:34	108104/108104	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_light-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:19:37	42608/42608	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:19:38	248712/248712	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:19:40	42305/42305	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:19:46	42621/42621	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:19:47	42456/42456	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:19:52	272024/272024	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:19:53	110200/110200	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med_it-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:19:56	42621/42621	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:19:59	42276/42276	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:20:00	42856/42856	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:20:04	110396/110396	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.ttf	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_med-webfont.ttf	(from http://www.montere.it/assets/css/style.css)
09:20:06	247501/247501	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:20:07	42276/42276	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg_it-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
09:20:14	41886/41886	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.eot	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.eot	(from http://www.montere.it/assets/css/style.css)
09:20:14	41624/41624	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.woff	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.woff	(from http://www.montere.it/assets/css/style.css)
09:20:17	267112/267112	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.svg	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.svg	(from http://www.montere.it/assets/css/style.css)
09:20:24	41886/41886	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jan%202014%2006:07:20%20GMT	http://www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfont.eot?	C:/My%20Web%20Sites/Pagina_Chingona/www.montere.it/assets/fonts/brandon-grotesque/brandon_reg-webfontd41d.eot	(from http://www.montere.it/assets/css/style.css)
